sha256,isMalicious,Chabada,Gcata,apisList
2B24353829CCE7EA578503629B58A36FFEC724AF3FEE5441C8E12BD6FD7C913D,True,42,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction']"
AF5D5A5521C80B1E5C06FD6E8CB3EF06E666601972EB82F85CFDAD6EC44F37BD,True,42,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.stop', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction']"
77EC72B154DD9FE34C8B9EB8973AABB8887E206E582846EDCB2E80535B26F17E,True,42,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.hardware.Camera.open', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.release']"
C38A0909C7B5834519806414BD0082CFDBB3B7872B2558EDD912A37473425345,True,42,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.hardware.Camera.open', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.release']"
61544F2AE7596A221A408633AC2E50D477055AAEC5F299E71D9C53CDCDB63E15,True,8,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.location.LocationManager.getLastKnownLocation']"
178B96F933C1EEE8D774AECC0591DDD1469EC9B23184C50CA2A93856D9E3B9CE,True,42,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.location.LocationManager.getLastKnownLocation']"
B31D9B64E37C39D838BFCF93CAF62764C41279BCAB96BC818484DF0073CF0B02,True,24,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.inputmethodservice.KeyboardView.onLongPress', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction']"
0C8ACA035423DADDBDAC3EC89123835B64C541227E622EBE20C51D98D09A267D,True,8,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.stop', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction']"
DF4CD2D46B3FC2B1E9397A1AB74ADE0938DD7D1357CE1B71C42815A0EDCCA51C,True,42,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.hardware.Camera.open', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.stop', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.location.LocationManager.getLastKnownLocation']"
B69D15A26525604603444F721F43D3D04D3B3D01223C17A94DF44E462CF83196,True,8,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction']"
EDEEE3F540904E0CCA91F0F64FA8AD136A7AA2A302AA91DA89FAAF966257C9AC,True,42,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.stop', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.os.PowerManager$WakeLock.release', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction']"
5210141186C119A960ABBF32BDEC26C327BEB2AAB026843D01B5584D12F1545B,True,42,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.location.LocationManager.getLastKnownLocation']"
F29D1A22E5E6FC267B4C116594CFB37054664CEC3E29C601D897DE5F4B969277,True,42,2,"['android.app.NotificationManager.notify', 'android.os.PowerManager$WakeLock.release', 'android.os.PowerManager$WakeLock.acquire', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompatJellyBean$AccessibilityNodeInfoBridge.performAction', 'android.location.LocationManager.isProviderEnabled', 'android.location.LocationManager.getLastKnownLocation', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.reset', 'android.media.MediaPlayer.start', 'android.accounts.AccountManager.invalidateAuthToken', 'android.app.NotificationManager.notify', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.stopPlayback', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.app.ActivityManager.restartPackage', 'android.media.MediaPlayer.start', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.SmsManager.sendTextMessage', 'android.telephony.TelephonyManager.getCellLocation', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getDeviceSoftwareVersion', 'android.telephony.TelephonyManager.getLine1Number', 'android.telephony.TelephonyManager.getNeighboringCellInfo', 'android.telephony.TelephonyManager.getSimSerialNumber', 'android.telephony.TelephonyManager.getSubscriberId', 'android.telephony.TelephonyManager.getDeviceId', 'android.telephony.TelephonyManager.getVoiceMailAlphaTag', 'android.telephony.TelephonyManager.getVoiceMailNumber', 'android.app.ActivityManager.getRunningTasks', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.ActivityManager.killBackgroundProcesses', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction', 'android.support.v4.view.accessibility.AccessibilityNodeProviderCompat.performAction']"
DA22D8054A74ACE32D25C20AD1802F6D43DDA6B216411197CF0D3BBDDE03054F,True,42,39,"['android.media.MediaRecorder.setAudioSource', 'android.accounts.AccountManager.addAccount', 'android.accounts.AccountManager.getAccountsByType', 'android.accounts.AccountManager.getAccountsByType', 'android.widget.VideoView.pause', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.start', 'android.widget.VideoView.pause', 'android.widget.VideoView.start', 'android.widget.VideoView.stopPlayback', 'android.nfc.NfcAdapter.disableForegroundNdefPush', 'android.nfc.NfcAdapter.enableForegroundNdefPush', 'android.nfc.tech.Ndef.connect', 'android.nfc.tech.Ndef.writeNdefMessage', 'android.nfc.tech.NdefFormatable.format', 'android.nfc.tech.NdefFormatable.connect', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.setVideoPath', 'android.widget.VideoView.setVideoURI', 'android.accounts.AccountManager.invalidateAuthToken', 'android.accounts.AccountManager.getAuthToken', 'android.accounts.AccountManager.getAuthTokenByFeatures', 'android.app.NotificationManager.notify', 'android.app.NotificationManager.notify', 'android.telephony.TelephonyManager.getDeviceId', 'android.accounts.AccountManager.invalidateAuthToken', 'android.accounts.AccountManager.getAuthToken', 'android.location.LocationManager.getProvider', 'android.location.LocationManager.requestLocationUpdates', 'android.location.LocationManager.getProviders', 'android.location.LocationManager.getBestProvider', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.release', 'android.os.Vibrator.cancel', 'android.media.MediaPlayer.pause', 'android.media.MediaPlayer.stop', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.release', 'android.media.MediaPlayer.start', 'android.media.MediaPlayer.stop', 'android.os.Vibrator.vibrate', 'android.media.MediaPlayer.pause', 'android.os.Vibrator.cancel', 'android.os.Vibrator.vibrate', 'android.telephony.SmsManager.sendMultipartTextMessage']"
